surah_no,surah_name_en,surah_name_ar,surah_name_roman,ayah_no_surah,ayah_no_quran,ayah_ar,ayah_en,ruko_no,juz_no,manzil_no,hizb_quarter,total_ayah_surah,total_ayah_quran,place_of_revelation,sajah_ayah,sajdah_no,no_of_word_ayah,list_of_words,Tafseer
28,The Stories,القصص,Al-Qasas,37,3289,وَقَالَ مُوسَىٰ رَبِّىٓ أَعْلَمُ بِمَن جَآءَ بِٱلْهُدَىٰ مِنْ عِندِهِۦ وَمَن تَكُونُ لَهُۥ عَٰقِبَةُ ٱلدَّارِ ۖ إِنَّهُۥ لَا يُفْلِحُ ٱلظَّٰلِمُونَ,"Moses responded, “My Lord knows best who has come with ˹true˺ guidance from Him and will fare best in the end. Indeed, the wrongdoers will never succeed.”",337,20,5,156,88,6236,Meccan,False,,19,"[وَقَالَ,مُوسَىٰ,رَبِّىٓ,أَعْلَمُ,بِمَن,جَآءَ,بِٱلْهُدَىٰ,مِنْ,عِندِهِۦ,وَمَن,تَكُونُ,لَهُۥ,عَٰقِبَةُ,ٱلدَّارِ,ۖ,إِنَّهُۥ,لَا,يُفْلِحُ,ٱلظَّٰلِمُونَ]",And Moses said wa-qāla or qāla without the ‘and’ ‘My Lord knows best who brings guidance from Him the suffixed pronoun in ‘indihi refers to the Lord and whose man here is a supplement to the previous man will be read takūna or yakūna the sequel of the Blissful Abode that is to say the praiseworthy sequel in the Abode of the Hereafter in other words it is I Moses in both cases and I speak truthfully in what I have brought you. Truly the evildoers the disbelievers will not be successful’.
28,The Stories,القصص,Al-Qasas,38,3290,وَقَالَ فِرْعَوْنُ يَٰٓأَيُّهَا ٱلْمَلَأُ مَا عَلِمْتُ لَكُم مِّنْ إِلَٰهٍ غَيْرِى فَأَوْقِدْ لِى يَٰهَٰمَٰنُ عَلَى ٱلطِّينِ فَٱجْعَل لِّى صَرْحًۭا لَّعَلِّىٓ أَطَّلِعُ إِلَىٰٓ إِلَٰهِ مُوسَىٰ وَإِنِّى لَأَظُنُّهُۥ مِنَ ٱلْكَٰذِبِينَ,"Pharaoh declared, “O chiefs! I know of no other god for you but myself. So bake bricks out of clay for me, O  Haman, and build a high tower so I may look at the God of Moses, although I am sure he is a liar.”",337,20,5,156,88,6236,Meccan,False,,27,"[وَقَالَ,فِرْعَوْنُ,يَٰٓأَيُّهَا,ٱلْمَلَأُ,مَا,عَلِمْتُ,لَكُم,مِّنْ,إِلَٰهٍ,غَيْرِى,فَأَوْقِدْ,لِى,يَٰهَٰمَٰنُ,عَلَى,ٱلطِّينِ,فَٱجْعَل,لِّى,صَرْحًۭا,لَّعَلِّىٓ,أَطَّلِعُ,إِلَىٰٓ,إِلَٰهِ,مُوسَىٰ,وَإِنِّى,لَأَظُنُّهُۥ,مِنَ,ٱلْكَٰذِبِينَ]",And Pharaoh said ‘O members of the council I do not know of any god for you other than me. So kindle for me O Hāmān a fire over the clay and bake for me bricks of clay and make me a tower a lofty palace that I may take a look at the god of Moses to observe him and inspect him; for truly I consider him to be a liar’ in his claim of the existence of some other god and that he is his messenger.
28,The Stories,القصص,Al-Qasas,39,3291,وَٱسْتَكْبَرَ هُوَ وَجُنُودُهُۥ فِى ٱلْأَرْضِ بِغَيْرِ ٱلْحَقِّ وَظَنُّوٓا۟ أَنَّهُمْ إِلَيْنَا لَا يُرْجَعُونَ,"And so he and his soldiers behaved arrogantly in the land with no right, thinking they would never be returned to Us.",337,20,5,156,88,6236,Meccan,False,,12,"[وَٱسْتَكْبَرَ,هُوَ,وَجُنُودُهُۥ,فِى,ٱلْأَرْضِ,بِغَيْرِ,ٱلْحَقِّ,وَظَنُّوٓا۟,أَنَّهُمْ,إِلَيْنَا,لَا,يُرْجَعُونَ]",And he and his hosts acted arrogantly in the land the land of Egypt without right and thought they would not return to Us read active yarji‘ūna or passive yurja‘ūna ‘they would not be brought back’.
28,The Stories,القصص,Al-Qasas,40,3292,فَأَخَذْنَٰهُ وَجُنُودَهُۥ فَنَبَذْنَٰهُمْ فِى ٱلْيَمِّ ۖ فَٱنظُرْ كَيْفَ كَانَ عَٰقِبَةُ ٱلظَّٰلِمِينَ,"So We seized him and his soldiers, casting them into the sea. See then what was the end of the wrongdoers!",337,20,5,156,88,6236,Meccan,False,,11,"[فَأَخَذْنَٰهُ,وَجُنُودَهُۥ,فَنَبَذْنَٰهُمْ,فِى,ٱلْيَمِّ,ۖ,فَٱنظُرْ,كَيْفَ,كَانَ,عَٰقِبَةُ,ٱلظَّٰلِمِينَ]",So We seized him and his hosts and flung them into the waters the sea and they drowned. So behold how was the sequel for the evildoers when they ended up being destroyed.
28,The Stories,القصص,Al-Qasas,41,3293,وَجَعَلْنَٰهُمْ أَئِمَّةًۭ يَدْعُونَ إِلَى ٱلنَّارِ ۖ وَيَوْمَ ٱلْقِيَٰمَةِ لَا يُنصَرُونَ,We made them leaders inviting ˹others˺ to the Fire. And on the Day of Judgment they will not be helped.,337,20,5,156,88,6236,Meccan,False,,10,"[وَجَعَلْنَٰهُمْ,أَئِمَّةًۭ,يَدْعُونَ,إِلَى,ٱلنَّارِ,ۖ,وَيَوْمَ,ٱلْقِيَٰمَةِ,لَا,يُنصَرُونَ]",And We made them in this world leaders read a-imma pronouncing both hamzas or by changing the second one into a yā’ chieftains of idolatry who invite to the Fire by inviting to idolatry and on the Day of Resurrection they will not be helped by having the chastisement averted from them.
28,The Stories,القصص,Al-Qasas,42,3294,وَأَتْبَعْنَٰهُمْ فِى هَٰذِهِ ٱلدُّنْيَا لَعْنَةًۭ ۖ وَيَوْمَ ٱلْقِيَٰمَةِ هُم مِّنَ ٱلْمَقْبُوحِينَ,We caused a curse to follow them in this world. And on the Day of Judgment they will be among the outcasts.,337,20,5,156,88,6236,Meccan,False,,11,"[وَأَتْبَعْنَٰهُمْ,فِى,هَٰذِهِ,ٱلدُّنْيَا,لَعْنَةًۭ,ۖ,وَيَوْمَ,ٱلْقِيَٰمَةِ,هُم,مِّنَ,ٱلْمَقْبُوحِينَ]",And We made a curse ignominy pursue them in this world and on the Day of Resurrection they will be among the spurned those banished from God’s mercy.
28,The Stories,القصص,Al-Qasas,43,3295,وَلَقَدْ ءَاتَيْنَا مُوسَى ٱلْكِتَٰبَ مِنۢ بَعْدِ مَآ أَهْلَكْنَا ٱلْقُرُونَ ٱلْأُولَىٰ بَصَآئِرَ لِلنَّاسِ وَهُدًۭى وَرَحْمَةًۭ لَّعَلَّهُمْ يَتَذَكَّرُونَ,"Indeed, We gave Moses the Scripture—after destroying earlier nations—as an insight for the people, a guide, and mercy so perhaps they would be mindful.",338,20,5,156,88,6236,Meccan,False,,16,"[وَلَقَدْ,ءَاتَيْنَا,مُوسَى,ٱلْكِتَٰبَ,مِنۢ,بَعْدِ,مَآ,أَهْلَكْنَا,ٱلْقُرُونَ,ٱلْأُولَىٰ,بَصَآئِرَ,لِلنَّاسِ,وَهُدًۭى,وَرَحْمَةًۭ,لَّعَلَّهُمْ,يَتَذَكَّرُونَ]",And verily We gave Moses the Scripture the Torah after We had destroyed the former generations the people of Noah ‘Ād Thamūd and others containing eye-openers for mankind basā’ira is a circumstantial qualifier referring to al-kitāb ‘the Scripture’ the plural of basīra which is the perceptive light of the heart in other words illumination for the hearts of mankind and as guidance from error for those who implement it and mercy for those who believe therein that perhaps they might remember that they might be admonished by the admonitions it the Scripture contains.
28,The Stories,القصص,Al-Qasas,44,3296,وَمَا كُنتَ بِجَانِبِ ٱلْغَرْبِىِّ إِذْ قَضَيْنَآ إِلَىٰ مُوسَى ٱلْأَمْرَ وَمَا كُنتَ مِنَ ٱلشَّٰهِدِينَ,"You were not there ˹O Prophet˺ on the western side of the mountain when We entrusted the Commandments to Moses, nor were you present ˹in his time˺.",338,20,5,156,88,6236,Meccan,False,,13,"[وَمَا,كُنتَ,بِجَانِبِ,ٱلْغَرْبِىِّ,إِذْ,قَضَيْنَآ,إِلَىٰ,مُوسَى,ٱلْأَمْرَ,وَمَا,كُنتَ,مِنَ,ٱلشَّٰهِدِينَ]",And you were not O Muhammad (s) on the western side of the mountain the valley or the spot to the west of Moses at the time of the communion when We decreed revealed to Moses the commandment to deliver the Message to Pharaoh and his people nor were you among the witnesses to this to know it and inform of it;
28,The Stories,القصص,Al-Qasas,45,3297,وَلَٰكِنَّآ أَنشَأْنَا قُرُونًۭا فَتَطَاوَلَ عَلَيْهِمُ ٱلْعُمُرُ ۚ وَمَا كُنتَ ثَاوِيًۭا فِىٓ أَهْلِ مَدْيَنَ تَتْلُوا۟ عَلَيْهِمْ ءَايَٰتِنَا وَلَٰكِنَّا كُنَّا مُرْسِلِينَ,"But We ˹later˺ raised ˹several˺ generations, and the ages took their toll on them. Nor were you living among the people of Midian, rehearsing Our revelations with them. But it is We Who have sent ˹this revelation to you˺.",338,20,5,156,88,6236,Meccan,False,,19,"[وَلَٰكِنَّآ,أَنشَأْنَا,قُرُونًۭا,فَتَطَاوَلَ,عَلَيْهِمُ,ٱلْعُمُرُ,ۚ,وَمَا,كُنتَ,ثَاوِيًۭا,فِىٓ,أَهْلِ,مَدْيَنَ,تَتْلُوا۟,عَلَيْهِمْ,ءَايَٰتِنَا,وَلَٰكِنَّا,كُنَّا,مُرْسِلِينَ]",but We brought forth generations communities after Moses and life was prolonged in their case in other words they lived long lives and so they forgot the covenants made with God knowledge disappeared and revelation ceased. Then We brought you as Messenger and revealed to you the story of Moses and others. And you were not a dweller a resident among the people of Midian reciting to them Our revelations tatlū ‘alayhim āyātinā a second predicate after thāwiyan ‘dweller’ to know their story and inform of it; but truly We are the senders of you as Messenger and the senders to you of the stories of former generations.
28,The Stories,القصص,Al-Qasas,46,3298,وَمَا كُنتَ بِجَانِبِ ٱلطُّورِ إِذْ نَادَيْنَا وَلَٰكِن رَّحْمَةًۭ مِّن رَّبِّكَ لِتُنذِرَ قَوْمًۭا مَّآ أَتَىٰهُم مِّن نَّذِيرٍۢ مِّن قَبْلِكَ لَعَلَّهُمْ يَتَذَكَّرُونَ,"And you were not at the side of Mount Ṭûr when We called out ˹to Moses˺. But ˹you have been sent˺ as a mercy from your Lord to warn a people to whom no warner has come before you, so perhaps they may be mindful.",338,20,5,156,88,6236,Meccan,False,,20,"[وَمَا,كُنتَ,بِجَانِبِ,ٱلطُّورِ,إِذْ,نَادَيْنَا,وَلَٰكِن,رَّحْمَةًۭ,مِّن,رَّبِّكَ,لِتُنذِرَ,قَوْمًۭا,مَّآ,أَتَىٰهُم,مِّن,نَّذِيرٍۢ,مِّن,قَبْلِكَ,لَعَلَّهُمْ,يَتَذَكَّرُونَ]",And you were not on the side of the Mount when We called out to Moses to take the Scripture earnestly; but We have sent you as a mercy from your Lord that you may warn a people to whom no warner came before you — these are the people of Mecca — and that perhaps they may remember they may be admonished.
28,The Stories,القصص,Al-Qasas,47,3299,وَلَوْلَآ أَن تُصِيبَهُم مُّصِيبَةٌۢ بِمَا قَدَّمَتْ أَيْدِيهِمْ فَيَقُولُوا۟ رَبَّنَا لَوْلَآ أَرْسَلْتَ إِلَيْنَا رَسُولًۭا فَنَتَّبِعَ ءَايَٰتِكَ وَنَكُونَ مِنَ ٱلْمُؤْمِنِينَ,"Also so they would not say, if struck by an affliction for what their hands have done: “Our Lord! If only You had sent us a messenger, we would have followed Your revelations and become believers.”",338,20,5,156,88,6236,Meccan,False,,18,"[وَلَوْلَآ,أَن,تُصِيبَهُم,مُّصِيبَةٌۢ,بِمَا,قَدَّمَتْ,أَيْدِيهِمْ,فَيَقُولُوا۟,رَبَّنَا,لَوْلَآ,أَرْسَلْتَ,إِلَيْنَا,رَسُولًۭا,فَنَتَّبِعَ,ءَايَٰتِكَ,وَنَكُونَ,مِنَ,ٱلْمُؤْمِنِينَ]",Otherwise if an affliction a punishment should befall them because of what their own hands have sent before them in the way of disbelief and otherwise they might say ‘Our Lord why did You not send a messenger to us that we might have followed Your signs the ones sent with the messengers and been of the believers?’ the response to the conditional particle lawlā ‘if’ has been omitted and what follows it is a new subject; the meaning is ‘were it not for the affliction that is the cause of their saying’ or ‘were it not for their saying that is the cause of their affliction We would have hastened on for them their punishment and We would not have sent you as a messenger to them’.
28,The Stories,القصص,Al-Qasas,48,3300,فَلَمَّا جَآءَهُمُ ٱلْحَقُّ مِنْ عِندِنَا قَالُوا۟ لَوْلَآ أُوتِىَ مِثْلَ مَآ أُوتِىَ مُوسَىٰٓ ۚ أَوَلَمْ يَكْفُرُوا۟ بِمَآ أُوتِىَ مُوسَىٰ مِن قَبْلُ ۖ قَالُوا۟ سِحْرَانِ تَظَٰهَرَا وَقَالُوٓا۟ إِنَّا بِكُلٍّۢ كَٰفِرُونَ,"But when the truth came to them from Us, they said, “If only he was given the like of what Moses had been given.” Adding, “We truly deny both.”",338,20,5,156,88,6236,Meccan,False,,28,"[فَلَمَّا,جَآءَهُمُ,ٱلْحَقُّ,مِنْ,عِندِنَا,قَالُوا۟,لَوْلَآ,أُوتِىَ,مِثْلَ,مَآ,أُوتِىَ,مُوسَىٰٓ,ۚ,أَوَلَمْ,يَكْفُرُوا۟,بِمَآ,أُوتِىَ,مُوسَىٰ,مِن,قَبْلُ,ۖ,قَالُوا۟,سِحْرَانِ,تَظَٰهَرَا,وَقَالُوٓا۟,إِنَّا,بِكُلٍّۢ,كَٰفِرُونَ]",But when the truth namely Muhammad (s) came to them from Us they said ‘Why has he not been given the like of what Moses was given?’ in the way of signs such as the glowing hand the staff and others or by having the Book revealed all at once. God exalted be He says And did they not disbelieve in what was given to Moses before?; before when they said regarding him and Muhammad (s) ‘Two sorcerers sāhirān; a variant reading has sihrān ‘two sorceries’ namely what they said regarding the Qur’ān and the Torah abetting each other.’ And they said ‘We indeed disbelieve in both’ the two prophets and the two Scriptures of Moses and Muhammad.
28,The Stories,القصص,Al-Qasas,49,3301,قُلْ فَأْتُوا۟ بِكِتَٰبٍۢ مِّنْ عِندِ ٱللَّهِ هُوَ أَهْدَىٰ مِنْهُمَآ أَتَّبِعْهُ إِن كُنتُمْ صَٰدِقِينَ,"Say, ˹O Prophet,˺ “Bring then a scripture from Allah which is a better guide than these two so I may follow it, if your claim is true.”",338,20,5,156,88,6236,Meccan,False,,13,"[قُلْ,فَأْتُوا۟,بِكِتَٰبٍۢ,مِّنْ,عِندِ,ٱللَّهِ,هُوَ,أَهْدَىٰ,مِنْهُمَآ,أَتَّبِعْهُ,إِن,كُنتُمْ,صَٰدِقِينَ]",Say to them ‘Then bring some Scripture from God that is better in guidance than these two Scriptures that I may follow it if you are truthful’ in what you say.
